product_name,predicted_cat,predicted_sub_cat,Error
Ganga Blue Women's Jeans (Size - 30 ),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Desiharem Designer Jungle Print Bra And Panty Set (Size-34),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
DesiHarem Hot Black Enchanted Open Crotch Babydoll with Garters and Stockings,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Selfcare Set Of 2 Sports Bra (Size-M),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Selfcare Multicolored Tummy Controller Panty - Set Of 3 (Size-36),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
The Designer Fashion Red Sandals (Size-11),Apparel & Accessories,Apparel & Accessories->Women's Clothing,0
"Pavechas Solid Banarasi Cotton, Silk Sari",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"Pavechas Solid Banarasi Cotton, Silk Sari",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Combo of Park Avenue Deo  Maverick Watch   Belt  Aviator Sunglass,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",1
Pavechas Printed Cotton Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"Korni Solid, Striped Mangalagiri Polycotton Sari",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pavechas Printed Mangalagiri Polycotton Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"Korni Solid, Striped Mangalagiri Polycotton Sari",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Tokyo Talkies Skinny Fit Women's Jeans,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sunaina Printed Mysore Art Silk Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Korni Printed Mangalagiri Polycotton Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"Pavechas Solid Banarasi Cotton, Silk Sari",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Wrangler Casual Short Sleeve Printed Women's Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pavechas Solid Banarasi Silk Cotton Blend Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Fashion Factory Floral Print Daily Wear Georgette Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Disney Hannamontanna 15.5 inches Umbrella,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sunaina Printed Daily Wear Art Silk Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sunaina Printed Cotton Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"Comfy Inn Printed Women's Night Shorts, Basic Shorts",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Set of 2 Cotton Patiyala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rain and Rainbow Printed Women's Anarkali Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pavechas Casual Self Design Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"Korni Solid, Striped Mangalagiri Polycotton Sari",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sunaina Printed Daily Wear Art Silk Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Bhavi Wine Faux Chiffon Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sunaina Printed Daily Wear Art Silk Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Brandtrendz Multicolor Leggings Pack Of 6,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pavechas Solid Mangalagiri Cotton Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pavechas Printed Mangalagiri Polycotton Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pavechas Printed Cotton Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Miraan Cotton Floral Print Salwar Suit Dupatta Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Miraan Cotton Printed Salwar Suit Dupatta Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pavechas Solid Mangalagiri Cotton Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sunaina Printed Daily Wear Art Silk Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Korni Printed Mangalagiri Polycotton Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Korni Printed Mangalagiri Polycotton Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Azaira Casual Floral Print Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=48356, name=Printed Sheer Top, units=1}, {uiproduct_id=894307, name=Owl print ruffle sleeved dress, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pavechas Solid Banarasi Cotton Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Disney Camprock 19 inches Umbrella,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"Pavechas Solid Banarasi Polyester, Silk Sari",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sunaina Printed Cotton Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Libas Beige And Black Chanderi Kurti (Size-XXL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Libas White Cotton Kurti (Size-XS),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Fasense Exclusive Satin Sleepwear Wrap Gown (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Fasense Set of Wine Nighty & Wrap Gown with Top n Shorts and a pair of Bra and Thong (6 Pcs),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Castle White Cotton Pyjama Plazzo,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Via Italia Black Dress (Size-6 Years),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rakshita'S Collection Multi Color Cotton Patiala Salwar Pack Of 3,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Shree Multi Cotton Kurti (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Shree Cotton Blue Casual Kurti (Size-S),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Selfcare Set Of 2 Sports Bra (Size-30),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Selfcare Black Non-Padded Bra Panty Sets,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sidh Padded Bra Pack Of 5 (Size-34),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
AF AFFAIR Pink Cotton Night Dress (Size-M),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Texco Black Polyester Dress (Size-M),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ganga Blue Women's Jeans (Size - 30 ),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
La Firangi White Polyester Kurti (Size-M),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
La Firangi White Polyester Kurti (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Lee Marc Black Blended Coat Suit (Size-XXXL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Lee Marc Blue Blended Coat Suit (Size-XXXL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pi Zon Purple Viscose Legging,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Bboy Cotton Lycra Briefs (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Lux Panties For Women Pack Of 5 (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"Pavechas Solid Banarasi Cotton, Silk Sari",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rangmanch by Pantaloons Printed Women's Anarkali Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Akkriti by Pantaloons Self Design Men's Straight Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Akkriti by Pantaloons Printed Women's Flared Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Tapasya premium white cotton legging,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
La Firangi White And Blue Georgette Kurti (Size-M),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
La Firangi Red Cotton Kurti (Size-S),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
La Firangi Orange Georgette Kurti (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
InnovationTheStore HM16khakhi Self Design Fedora Cap,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=966072, name=Colourful chevron print bag, units=1}, {uiproduct_id=1105751, name=rose printed georgette maxi dress, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Avignya Casual Solid Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Avignya Casual Solid Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Aabhi Casual Solid Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Javuli Cotton Printed Dress/Top Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Avignya Casual Solid Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Avignya Casual Solid Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
InnovationTheStore HM16khakhi Self Design Fedora Cap,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Javuli Georgette Embroidered Semi-stitched Salwar Suit Dupatta Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Avignya Casual Solid Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dhamaka set of 6 heart curtains-dark pink,Apparel & Accessories,Apparel & Accessories->Women's Clothing,0
Texco Black Polyester Dress (Size-XL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Selfcare Set Of 3 Perfect Fit Non-Padded Bras (Size-38D),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Selfcare Tummy Controller Panties - Set Of 3  (Size-40),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sidh Padded Bra Pack Of 5 (Size-34),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Combo of Park Avenue Deo  Maverick Watch   Belt  Aviator Sunglass,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",1
Oleva Set Of 4 Satin Nightwear (Size-XL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Via Italia Blue And Green Dress (Size-4 Years),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Cool Quotient Orange Dress (Size-3 Years),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Satin Red Nightwear Set Of Two,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva LightPink Cotton Bra (Size-34),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Stylobby Maroon And Black Patiyala Salwar Cotton (Set Of 2),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
La Firangi Yellow Georgette Kurti (Size-XL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
La Firangi White Polyester Kurti (Size-M),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Jevi Prints Cotton Printed Salwar Suit Dupatta Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Femninora Casual Sleeveless Solid Women's Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
India Inc Casual Cape Sleeve Printed Women's Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
N-Gal Women's Leggings,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Jevi Prints Synthetic Printed Salwar Suit Dupatta Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"Roop Kashish Embriodered Fashion Georgette, Chiffon Sari",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Suhanee Printed Gadwal Cotton Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pavechas Printed Mangalagiri Polycotton Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Bedazzle Self Design Polygoregette Women's Kaftan,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
STOP by Shoppers Stop Casual Sleeveless Polka Print Women's Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ishin Printed Fashion Georgette Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Jevi Prints Cotton Printed Salwar Suit Dupatta Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rudra Fashion Floral Print Churidar Suit,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Instyle Women's Pyjama Pyjama,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Jevi Prints Cotton Printed Salwar Suit Dupatta Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Crossline Plain With Border Handkerchief,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Combo of 4 Mafatlal Shirts MSF-RC-BLP-GC-MS-04,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Combo of 2 Unstitched suits by Ahana  (1 & 5),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pavechas Printed Mangalagiri Polycotton Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Cenizas Printed Fashion Art Silk Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Bedazzle Printed Women's Tunic,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Honey by Pantaloons Women's A-line Dress,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rangmanch by Pantaloons Floral Print Women's A-line Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Cenizas Party Embellished Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Kajal Sarees Printed Bollywood Georgette Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ishin Floral Print Bhagalpuri Art Silk Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Royal Club Black Rain Suit (Size-XXL) | Royal Club Black Rain Suit (Size-XXL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=82665, name=Black flattering tank top, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rain Suit = Solid Color and material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
La Firangi Red Cotton Kurti (Size-XS),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rain Suit = Solid Color and material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rain Suit = Solid Color and material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Triumph Doreen N Women's Bra,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Tasrika Solid Women's Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Tasrika Printed Women's Straight Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ira Soleil Casual Printed Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Tasrika Casual Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
HELLO KITTY Casual Full Sleeve Printed Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Max Solid Women's A-line Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Vero Moda Casual Short Sleeve Solid Women's Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Flippd Women's Leggings,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
W Printed Women's Straight Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Moveo Women's Camisole,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"Satrang Printed Chiffon, Synthetic Sari",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Max Printed Women's A-line Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
People Printed Women's A-line Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Aurelia Cotton Solid Patiala,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rain & Rainbow Printed Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Vero Moda Women's Solid Cardigan,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Aurelia Casual Printed Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Rain & Rainbow Printed Women's Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=81237, name=Low-key black dress, units=1}, {uiproduct_id=81237, name=Low-key black dress, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
People Girl's Dress,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Selfcare Multicolored Tummy Controller Panty - Set Of 3 (Size-36),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Castle Multi Lycra Pack of 8 Leggings,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
People Casual Short Sleeve Printed Women's Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Max Casual Sleeveless Floral Print Women's Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Libas Black Cotton Kurti (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Texco Black Polyester Dress (Size-M),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Aurelia Cotton Solid Patiala,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ira Soleil Solid Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Selfcare Set Of 3 Seamless Moulded Cup Bras (Size-30C),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Tasrika Self Design Women's Straight Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pi Zon Black Jeans (Size-28),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Max Gathered Dress,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Aashirwad Raft Multi Cotton Handkerchiefs - Pack of 12 | Aashirwad Raft Multi Cotton Handkerchiefs - Pack of 12,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Tasrika Self Design Women's Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Jockey Women's Camisole,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Texco Black Polyester Dress (Size-M),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Tasrika Self Design Women's Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Fasense Set of Blue Nighty & Wrap Gown with Top n Shorts and a pair of Bra and Thong (6 Pcs),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Selfcare Off-White Thermal Spagetti Top For Women (Size-XL),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Vero Moda Casual Sleeveless Printed Women's Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Chetan Bhagat (Combo of 7 Books),"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",0
Via Italia White And Green Dress (Size-3 Years),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Thinline Black Cotton Lycra Stretch Jeggings (Size-30),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Cool Quotient Blue Dress (Size-8 Years),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pi Zon Black Jeans (Size-28),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
United Colors of Benetton Women's Dress,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sidh Padded Bra Pack Of 4 (Size-36),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Naughty Ninos Printed Legging-Set Of 2 (4-6 Years),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Aarika Yellow Suit (Size-8-9 Years),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Via Italia Black Dress (Size-10 Years),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
W Self Design Women's A-line Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Being Fab Satin Brown Nighty (Size-L ),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Violet Set Of 2 Satin Nightwear,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Via Italia Blue And Green Dress (Size-8 Years),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Naughty Ninos Multi Cotton Legging - Set Of 4 (8-10 Years),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Martini Black Polyester Top With Skirt (Size-M),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Floyd Stylish Wayfarer Sunglasses,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",1
Being Fab Satin Bottle Green Nighty (Size-S ),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
People Printed Women's A-line Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Besiva Sleeveless Red Ruffle Top (Size-L),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Oleva Satin Maroon Nightwear Set Of One,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Lens9 Aviator Sunglasses,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",1
Floyd Clubmaster Wayfarer Sunglasses,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",1
Tg Shoppers Cotton Printed Salwar Suit Dupatta Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Aarvi Fashions Cotton Printed Salwar Suit Dupatta Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"Pavechas Solid Banarasi Cotton, Silk Sari",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Tg Shoppers Cotton Printed Salwar Suit Dupatta Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Aarvi Fashions Cotton Printed Salwar Suit Dupatta Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"Korni Solid, Striped Mangalagiri Polycotton Sari",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
MeeMee Cotton Bibs,Apparel & Accessories,Apparel & Accessories->Women's Clothing,0
20Dresses Casual Sleeveless Solid Women's Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Silly People Casual Short Sleeve Solid Women's Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Aurelia Casual Printed Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Instyle Printed Girl's Bikini Panty,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Jevi Prints Synthetic Printed Salwar Suit Dupatta Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
W Printed Women's A-line Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Softy Colored Women's Plunge Bra,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Floyd Clubmaster Wayfarer Sunglasses,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",1
Aurelia Solid Women's Straight Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Dupatta Bazaar Faux Chiffon Solid Women's Dupatta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Tasrika Solid Women's Straight Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Tasrika Printed Women's Straight Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Aurelia Casual Printed Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Combo of Park Avenue Deo  Maverick Watch   Belt  Aviator Sunglass,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",1
Code Casual Sleeveless Floral Print Women's Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Combo of Park Avenue Deo  Maverick Watch   Belt  Aviator Sunglass,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",1
Salwar Studio Synthetic Printed Salwar Suit Dupatta Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ishin Printed Fashion Georgette Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ishin Printed Bhagalpuri Art Silk Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Cenizas Casual Self Design Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pavechas Printed Cotton Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Cenizas Casual Solid Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"Trishaa by Pantaloons Women's Kurti, Legging and Dupatta Set",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Combo of Park Avenue Deo  Maverick Watch   Belt  Aviator Sunglass,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",1
"Kajal Sarees Solid, Printed Bollywood Chiffon Sari",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pavechas Striped Banarasi Cotton Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Silkbazar Crepe Printed Dress/Top Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"Pavechas Solid Banarasi Cotton, Silk Sari",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Luxemburg Women's Tube Bra,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Floyd Clubmaster Wayfarer Sunglasses,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",1
Rangmanch by Pantaloons Floral Print Women's Straight Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Taanshi Printed Fashion Crepe Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Strawberry Lenceria Women's Tank Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Abster Retro Wayfarer Sunglasses,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",1
Black Aviator Sunglasses,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",1
Fastrack Oval Sunglasses,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",1
Combo of 2 unstitched suits by Ahana (5 & 8),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Floyd Clubmaster Wayfarer Sunglasses,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",1
Floyd Stylish Aviator Sunglasses,"Watches, Eyewear and Jewellery","Watches, Eyewear and Jewellery->Eyewear",1
